Id,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,ScreenPorch,MiscVal,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice_log,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,YrBltAndRemod,NewFirePlaces,NewExterQualCond,NewCentrAirElec,NewKitchen,NewSale,SalePrice,1stFlrSF²,1stFlrSFGarageArea,GarageArea²,PR3_6,PR3_7,PR3_8,PR3_9,PR3_10,PR3_11,PR3_12,PR3_13,PR3_14,PR3_15,PR3_16,PR3_17,PR3_18,PR3_19,PR3_20,PR3_21,PR3_22,PR3_23,PR3_24,PR3_25,PR3_26,PR3_27,PR3_28,PR3_29,PR3_30,PR3_31,PR3_32,PR3_33,PR3_34,PR3_35,PR3_36,PR3_37,PR3_38,PR3_39,PR3_40,PR3_41,PR3_42,PR3_43,PR3_44,PR3_45,PR3_46,PR3_47,PR3_48,PR3_49,PR3_50,PR3_51,PR3_52,PR3_53,PR3_54,PR3_55
335,0.0,828,115,943,943,695,1638,472,0,0,2581,2466,3.5,138,0,1,1,1,1,12.165250651009918,1,2,1,2,2,2,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,3,1,1,3,1,3,1,1,1,3,3,1,1,2,3,3,23,21,11,12,11,192000,889249.0,445096.0,222784.0,685584.0,95220.0,780804.0,575460.0,1356264.0,13225.0,108445.0,79925.0,188370.0,889249.0,655385.0,1544634.0,483025.0,1138410.0,2683044.0,567663552.0,78842160.0,646505712.0,476480880.0,1122986592.0,10950300.0,89792460.0,66177900.0,155970360.0,736298172.0,542658780.0,1278956952.0,399944700.0,942603480.0,2221560432.0,1520875.0,12471175.0,9191375.0,21662550.0,102263635.0,75369275.0,177632910.0,55547875.0,130917150.0,308550060.0,838561807.0,618028055.0,1456589862.0,455492575.0,1073520630.0,2530110492.0,335702375.0,791194950.0,1864715580.0,4394826072.0
862,0.0,841,198,1039,1039,0,1039,504,0,0,2078,1880,2.5,0,0,0,1,1,0,11.786762130599955,2,2,3,3,2,1,1,1,1,3,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1,5,2,14,21,11,12,11,131500,1079521.0,523656.0,254016.0,707281.0,166518.0,873799.0,0.0,873799.0,39204.0,205722.0,0.0,205722.0,1079521.0,0.0,1079521.0,0.0,0.0,1079521.0,594823321.0,140041638.0,734864959.0,0.0,734864959.0,32970564.0,173012202.0,0.0,173012202.0,907877161.0,0.0,907877161.0,0.0,0.0,907877161.0,7762392.0,40732956.0,0.0,40732956.0,213745158.0,0.0,213745158.0,0.0,0.0,213745158.0,1121622319.0,0.0,1121622319.0,0.0,0.0,1121622319.0,0.0,0.0,0.0,1121622319.0
1441,0.0,0,588,588,1423,748,2555,672,0,0,2759,2171,2.0,431,0,1,1,1,1,12.160028707028768,3,2,3,3,2,2,2,1,2,2,2,1,2,3,3,1,3,2,2,2,1,2,1,1,1,2,1,1,3,1,1,2,1,2,4,2,3,3,1,3,1,1,1,4,1,1,1,1,3,1,22,21,11,12,11,191000,2024929.0,956256.0,451584.0,0.0,0.0,0.0,0.0,0.0,345744.0,345744.0,439824.0,1502340.0,345744.0,439824.0,1502340.0,559504.0,1911140.0,6528025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203297472.0,203297472.0,258616512.0,883375920.0,203297472.0,258616512.0,883375920.0,328988352.0,1123750320.0,3838478700.0,203297472.0,258616512.0,883375920.0,328988352.0,1123750320.0,3838478700.0,418508992.0,1429532720.0,4882962700.0,16679103875.0
477,215.0,994,484,1478,1493,0,1493,508,0,0,2971,2487,3.0,179,0,0,1,1,1,12.249610947544657,1,2,3,3,2,1,1,1,2,2,2,1,2,3,2,3,3,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,3,1,1,3,1,3,1,1,1,3,3,1,1,1,3,3,23,21,11,13,11,208900,2229049.0,758444.0,258064.0,988036.0,481096.0,1469132.0,0.0,1484042.0,234256.0,715352.0,0.0,722612.0,2184484.0,0.0,2206654.0,0.0,0.0,2229049.0,982107784.0,478209424.0,1460317208.0,0.0,1475137748.0,232850464.0,711059888.0,0.0,718276328.0,2171377096.0,0.0,2193414076.0,0.0,0.0,2215674706.0,113379904.0,346230368.0,0.0,349744208.0,1057290256.0,0.0,1068020536.0,0.0,0.0,1078859716.0,3228667352.0,0.0,3261434612.0,0.0,0.0,3294534422.0,0.0,0.0,0.0,3327970157.0
582,306.0,0,2042,2042,2042,0,2042,936,0,0,4084,2042,2.5,90,0,0,1,1,1,12.442302200392747,1,2,4,3,2,1,1,1,1,1,2,1,2,4,2,4,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1,1,4,1,4,1,1,1,1,4,1,1,1,4,4,22,11,11,11,23,253293,4169764.0,1911312.0,876096.0,0.0,0.0,0.0,0.0,0.0,4169764.0,4169764.0,0.0,4169764.0,4169764.0,0.0,4169764.0,0.0,0.0,4169764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514658088.0,8514658088.0,0.0,8514658088.0,8514658088.0,0.0,8514658088.0,0.0,0.0,8514658088.0,8514658088.0,0.0,8514658088.0,0.0,0.0,8514658088.0,0.0,0.0,0.0,8514658088.0
1452,194.0,0,1573,1573,1578,0,1578,840,0,0,3151,1578,2.0,36,0,0,1,1,1,12.567551034433226,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,4,4,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,4,1,4,1,1,1,1,3,1,1,1,4,4,22,11,11,11,23,287090,2490084.0,1325520.0,705600.0,0.0,0.0,0.0,0.0,0.0,2474329.0,2474329.0,0.0,2482194.0,2474329.0,0.0,2482194.0,0.0,0.0,2490084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892119517.0,3892119517.0,0.0,3904491162.0,3892119517.0,0.0,3904491162.0,0.0,0.0,3916902132.0,3892119517.0,0.0,3904491162.0,0.0,0.0,3916902132.0,0.0,0.0,0.0,3929352552.0
608,0.0,603,293,896,1112,896,2008,230,0,0,2904,2611,4.0,103,0,1,1,1,0,12.323855681186558,1,2,3,1,2,1,2,1,2,3,2,1,2,2,3,1,3,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,3,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,14,21,11,11,11,225000,1236544.0,255760.0,52900.0,363609.0,176679.0,540288.0,540288.0,1210824.0,85849.0,262528.0,262528.0,588344.0,802816.0,802816.0,1799168.0,802816.0,1799168.0,4032064.0,219256227.0,106537437.0,325793664.0,325793664.0,730126872.0,51766947.0,158304384.0,158304384.0,354771432.0,484098048.0,484098048.0,1084898304.0,484098048.0,1084898304.0,2431334592.0,25153757.0,76920704.0,76920704.0,172384792.0,235225088.0,235225088.0,527156224.0,235225088.0,527156224.0,1181394752.0,719323136.0,719323136.0,1612054528.0,719323136.0,1612054528.0,3612729344.0,719323136.0,1612054528.0,3612729344.0,8096384512.0
162,664.0,1016,556,1572,1572,1096,2668,726,0,0,4240,3684,3.5,400,0,1,1,1,1,12.929991484756872,1,2,4,4,2,2,1,1,1,1,2,1,2,4,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,4,1,2,3,1,4,1,1,1,4,1,1,1,1,3,3,22,11,11,11,11,412500,2471184.0,1141272.0,527076.0,1032256.0,564896.0,1597152.0,1113536.0,2710688.0,309136.0,874032.0,609376.0,1483408.0,2471184.0,1722912.0,4194096.0,1201216.0,2924128.0,7118224.0,1048772096.0,573934336.0,1622706432.0,1131352576.0,2754059008.0,314082176.0,888016512.0,619126016.0,1507142528.0,2510722944.0,1750478592.0,4261201536.0,1220435456.0,2970914048.0,7232115584.0,171879616.0,485961792.0,338813056.0,824774848.0,1373978304.0,957939072.0,2331917376.0,667876096.0,1625815168.0,3957732544.0,3884701248.0,2708417664.0,6593118912.0,1888311552.0,4596729216.0,11189848128.0,1316532736.0,3204844288.0,7801573504.0,18991421632.0
1222,0.0,250,210,952,1211,0,1211,322,0,0,2163,1953,1.0,63,0,0,1,1,1,11.805595078933049,1,2,1,1,2,1,1,1,1,3,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,3,1,1,2,2,2,1,1,1,1,4,1,1,1,3,2,23,21,11,12,11,134000,1466521.0,389942.0,103684.0,62500.0,52500.0,238000.0,0.0,302750.0,44100.0,199920.0,0.0,254310.0,906304.0,0.0,1152872.0,0.0,0.0,1466521.0,15625000.0,13125000.0,59500000.0,0.0,75687500.0,11025000.0,49980000.0,0.0,63577500.0,226576000.0,0.0,288218000.0,0.0,0.0,366630250.0,9261000.0,41983200.0,0.0,53405100.0,190323840.0,0.0,242103120.0,0.0,0.0,307969410.0,862801408.0,0.0,1097534144.0,0.0,0.0,1396127992.0,0.0,0.0,0.0,1775956931.0
566,0.0,0,806,806,841,806,1647,216,0,0,2453,1647,2.5,202,0,1,1,1,0,11.759785542901756,3,2,2,1,2,1,2,2,1,3,2,1,2,3,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,3,3,1,3,1,2,2,1,1,1,1,4,3,1,1,5,1,14,21,22,12,11,128000,707281.0,181656.0,46656.0,0.0,0.0,0.0,0.0,0.0,649636.0,649636.0,649636.0,1327482.0,649636.0,649636.0,1327482.0,649636.0,1327482.0,2712609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523606616.0,523606616.0,523606616.0,1069950492.0,523606616.0,523606616.0,1069950492.0,523606616.0,1069950492.0,2186362854.0,523606616.0,523606616.0,1069950492.0,523606616.0,1069950492.0,2186362854.0,523606616.0,1069950492.0,2186362854.0,4467667023.0
28,200.0,1218,486,1704,1704,0,1704,772,0,0,3408,2922,3.0,50,0,0,1,1,1,12.631340380934516,1,2,4,3,2,1,1,1,1,1,2,1,2,4,2,4,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1,4,1,4,1,1,1,1,4,1,1,1,5,4,22,11,11,13,11,306000,2903616.0,1315488.0,595984.0,1483524.0,591948.0,2075472.0,0.0,2075472.0,236196.0,828144.0,0.0,828144.0,2903616.0,0.0,2903616.0,0.0,0.0,2903616.0,1806932232.0,720992664.0,2527924896.0,0.0,2527924896.0,287686728.0,1008679392.0,0.0,1008679392.0,3536604288.0,0.0,3536604288.0,0.0,0.0,3536604288.0,114791256.0,402477984.0,0.0,402477984.0,1411157376.0,0.0,1411157376.0,0.0,0.0,1411157376.0,4947761664.0,0.0,4947761664.0,0.0,0.0,4947761664.0,0.0,0.0,0.0,4947761664.0
151,0.0,716,253,969,969,0,969,440,0,0,1938,1685,1.5,0,0,0,1,1,0,11.711776323715394,1,2,4,2,2,1,1,2,1,2,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,1,2,2,3,1,1,1,1,1,1,2,1,2,2,14,21,11,12,11,122000,938961.0,426360.0,193600.0,512656.0,181148.0,693804.0,0.0,693804.0,64009.0,245157.0,0.0,245157.0,938961.0,0.0,938961.0,0.0,0.0,938961.0,367061696.0,129701968.0,496763664.0,0.0,496763664.0,45830444.0,175532412.0,0.0,175532412.0,672296076.0,0.0,672296076.0,0.0,0.0,672296076.0,16194277.0,62024721.0,0.0,62024721.0,237557133.0,0.0,237557133.0,0.0,0.0,237557133.0,909853209.0,0.0,909853209.0,0.0,0.0,909853209.0,0.0,0.0,0.0,909853209.0
209,128.0,1065,92,1157,1180,882,2062,454,154,0,3219,3127,3.5,269,0,1,1,1,1,12.531772785169476,1,2,2,4,2,2,2,1,2,2,2,1,2,4,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,1,4,1,1,1,2,3,22,11,11,12,11,277000,1392400.0,535720.0,206116.0,1134225.0,97980.0,1232205.0,939330.0,2196030.0,8464.0,106444.0,81144.0,189704.0,1338649.0,1020474.0,2385734.0,777924.0,1818684.0,4251844.0,1207949625.0,104348700.0,1312298325.0,1000386450.0,2338771950.0,9014160.0,113362860.0,86418360.0,202034760.0,1425661185.0,1086804810.0,2540806710.0,828489060.0,1936898460.0,4528213860.0,778688.0,9792848.0,7465248.0,17452768.0,123155708.0,93883608.0,219487528.0,71569008.0,167318928.0,391169648.0,1548816893.0,1180688418.0,2760294238.0,900058068.0,2104217388.0,4919383508.0,686128968.0,1604079288.0,3750126408.0,8767302328.0
60,0.0,632,148,780,780,0,780,352,0,0,1560,1412,1.0,196,0,0,1,1,0,11.73526869611367,1,2,1,1,2,1,2,1,1,2,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,1,1,1,4,1,1,2,1,3,2,14,21,11,12,11,124900,608400.0,274560.0,123904.0,399424.0,93536.0,492960.0,0.0,492960.0,21904.0,115440.0,0.0,115440.0,608400.0,0.0,608400.0,0.0,0.0,608400.0,252435968.0,59114752.0,311550720.0,0.0,311550720.0,13843328.0,72958080.0,0.0,72958080.0,384508800.0,0.0,384508800.0,0.0,0.0,384508800.0,3241792.0,17085120.0,0.0,17085120.0,90043200.0,0.0,90043200.0,0.0,0.0,90043200.0,474552000.0,0.0,474552000.0,0.0,0.0,474552000.0,0.0,0.0,0.0,474552000.0
1356,143.0,0,570,570,1222,698,1920,487,0,0,2490,1920,3.0,98,0,1,1,1,1,12.0435537160324,4,2,4,2,2,2,1,1,1,2,2,1,1,4,3,2,3,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,3,3,1,1,2,1,3,1,1,1,1,4,1,3,1,1,2,23,21,11,13,11,170000,1493284.0,595114.0,237169.0,0.0,0.0,0.0,0.0,0.0,324900.0,324900.0,397860.0,1094400.0,324900.0,397860.0,1094400.0,487204.0,1340160.0,3686400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185193000.0,185193000.0,226780200.0,623808000.0,185193000.0,226780200.0,623808000.0,277706280.0,763891200.0,2101248000.0,185193000.0,226780200.0,623808000.0,277706280.0,763891200.0,2101248000.0,340068392.0,935431680.0,2573107200.0,7077888000.0
43,0.0,747,0,840,884,0,884,504,0,0,1724,1724,2.0,240,0,0,1,1,0,11.877568578558138,4,2,2,2,2,2,1,3,1,2,2,1,1,2,3,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,3,1,1,2,1,3,1,2,1,4,1,1,2,1,2,2,14,21,11,13,11,144000,781456.0,445536.0,254016.0,558009.0,0.0,627480.0,0.0,660348.0,0.0,0.0,0.0,0.0,705600.0,0.0,742560.0,0.0,0.0,781456.0,416832723.0,0.0,468727560.0,0.0,493279956.0,0.0,0.0,0.0,0.0,527083200.0,0.0,554692320.0,0.0,0.0,583747632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592704000.0,0.0,623750400.0,0.0,0.0,656423040.0,0.0,0.0,0.0,690807104.0
1350,0.0,259,425,684,938,1215,2358,0,0,0,2837,2412,2.0,74,0,1,0,1,0,11.711776323715394,3,3,1,1,1,1,1,1,1,3,2,1,2,4,2,1,3,2,2,2,1,2,2,3,1,2,1,1,3,1,1,2,1,3,3,1,5,1,3,1,3,3,1,1,4,1,1,1,3,1,14,21,21,12,11,122000,879844.0,0.0,0.0,67081.0,110075.0,177156.0,314685.0,610722.0,180625.0,290700.0,516375.0,1002150.0,467856.0,831060.0,1612872.0,1476225.0,2864970.0,5560164.0,17373979.0,28509425.0,45883404.0,81503415.0,158176998.0,46781875.0,75291300.0,133741125.0,259556850.0,121174704.0,215244540.0,417733848.0,382342275.0,742027230.0,1440082476.0,76765625.0,123547500.0,219459375.0,425913750.0,198838800.0,353200500.0,685470600.0,627395625.0,1217612250.0,2363069700.0,320013504.0,568445040.0,1103204448.0,1009737900.0,1959639480.0,3803152176.0,1793613375.0,3480938550.0,6755599260.0,13110866712.0
748,0.0,0,1240,1240,1320,1320,2640,864,0,0,3880,2640,1.5,567,0,1,1,1,1,12.491172637278908,3,3,2,3,1,2,1,2,1,3,2,1,2,4,3,1,3,2,2,1,1,1,2,3,1,2,1,1,2,1,1,1,2,3,3,1,3,1,2,4,1,1,2,4,1,4,1,1,4,1,22,11,21,13,11,265979,1742400.0,1140480.0,746496.0,0.0,0.0,0.0,0.0,0.0,1537600.0,1537600.0,1636800.0,3273600.0,1537600.0,1636800.0,3273600.0,1742400.0,3484800.0,6969600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906624000.0,1906624000.0,2029632000.0,4059264000.0,1906624000.0,2029632000.0,4059264000.0,2160576000.0,4321152000.0,8642304000.0,1906624000.0,2029632000.0,4059264000.0,2160576000.0,4321152000.0,8642304000.0,2299968000.0,4599936000.0,9199872000.0,18399744000.0
1436,237.0,0,1319,1319,1537,0,1537,462,0,0,2856,1537,2.5,36,0,0,1,1,1,12.066810578196666,1,2,3,1,2,1,1,1,1,3,2,1,2,3,3,2,3,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,3,1,1,2,1,3,1,1,1,1,3,1,3,2,3,3,22,11,11,13,12,174000,2362369.0,710094.0,213444.0,0.0,0.0,0.0,0.0,0.0,1739761.0,1739761.0,0.0,2027303.0,1739761.0,0.0,2027303.0,0.0,0.0,2362369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294744759.0,2294744759.0,0.0,2674012657.0,2294744759.0,0.0,2674012657.0,0.0,0.0,3115964711.0,2294744759.0,0.0,2674012657.0,0.0,0.0,3115964711.0,0.0,0.0,0.0,3630961153.0
857,0.0,505,0,940,1026,0,1026,576,0,0,1966,1966,2.0,34,0,0,1,1,0,11.898187865760873,4,2,2,2,2,2,2,1,2,2,2,1,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,1,3,2,2,3,1,3,1,1,1,1,2,1,3,2,14,21,11,12,11,147000,1052676.0,590976.0,331776.0,255025.0,0.0,474700.0,0.0,518130.0,0.0,0.0,0.0,0.0,883600.0,0.0,964440.0,0.0,0.0,1052676.0,128787625.0,0.0,239723500.0,0.0,261655650.0,0.0,0.0,0.0,0.0,446218000.0,0.0,487042200.0,0.0,0.0,531601380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830584000.0,0.0,906573600.0,0.0,0.0,989515440.0,0.0,0.0,0.0,1080045576.0
255,0.0,922,392,1314,1314,0,1314,294,0,0,2628,2236,2.0,250,0,0,1,1,0,11.884489021402713,1,2,2,1,2,1,1,1,1,3,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,1,1,2,1,1,1,4,1,1,1,1,5,1,14,21,11,12,11,145000,1726596.0,386316.0,86436.0,850084.0,361424.0,1211508.0,0.0,1211508.0,153664.0,515088.0,0.0,515088.0,1726596.0,0.0,1726596.0,0.0,0.0,1726596.0,783777448.0,333232928.0,1117010376.0,0.0,1117010376.0,141678208.0,474911136.0,0.0,474911136.0,1591921512.0,0.0,1591921512.0,0.0,0.0,1591921512.0,60236288.0,201914496.0,0.0,201914496.0,676825632.0,0.0,676825632.0,0.0,0.0,676825632.0,2268747144.0,0.0,2268747144.0,0.0,0.0,2268747144.0,0.0,0.0,0.0,2268747144.0
456,320.0,916,326,1242,1242,0,1242,528,0,0,2484,2158,1.5,0,0,0,1,1,1,12.075394321888057,1,2,3,2,2,1,1,1,1,2,2,1,2,4,3,2,2,1,2,2,2,2,2,1,1,2,1,1,3,1,1,1,2,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,23,21,11,12,11,175500,1542564.0,655776.0,278784.0,839056.0,298616.0,1137672.0,0.0,1137672.0,106276.0,404892.0,0.0,404892.0,1542564.0,0.0,1542564.0,0.0,0.0,1542564.0,768575296.0,273532256.0,1042107552.0,0.0,1042107552.0,97348816.0,370881072.0,0.0,370881072.0,1412988624.0,0.0,1412988624.0,0.0,0.0,1412988624.0,34645976.0,131994792.0,0.0,131994792.0,502875864.0,0.0,502875864.0,0.0,0.0,502875864.0,1915864488.0,0.0,1915864488.0,0.0,0.0,1915864488.0,0.0,0.0,0.0,1915864488.0
967,0.0,428,300,728,976,332,1308,256,0,0,2036,1736,2.5,70,0,1,1,1,1,11.982929094215963,3,2,4,2,2,2,2,1,1,2,2,1,1,2,3,1,1,2,2,2,1,2,2,3,1,2,1,1,1,2,1,1,2,1,3,2,3,1,2,2,1,1,1,1,4,1,1,1,4,1,23,11,11,12,11,160000,952576.0,249856.0,65536.0,183184.0,128400.0,311584.0,142096.0,559824.0,90000.0,218400.0,99600.0,392400.0,529984.0,241696.0,952224.0,110224.0,434256.0,1710864.0,78402752.0,54955200.0,133357952.0,60817088.0,239604672.0,38520000.0,93475200.0,42628800.0,167947200.0,226833152.0,103445888.0,407551872.0,47175872.0,185861568.0,732249792.0,27000000.0,65520000.0,29880000.0,117720000.0,158995200.0,72508800.0,285667200.0,33067200.0,130276800.0,513259200.0,385828352.0,175954688.0,693219072.0,80243072.0,316138368.0,1245508992.0,36594368.0,144172992.0,568006848.0,2237810112.0
996,0.0,384,363,747,774,456,1230,305,63,0,1977,1614,2.5,120,0,1,1,1,0,11.708492248514204,3,2,1,1,2,2,1,1,2,3,1,1,1,1,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,3,1,3,1,2,2,1,1,1,1,4,1,2,1,1,1,14,21,11,12,12,121600,599076.0,236070.0,93025.0,147456.0,139392.0,286848.0,175104.0,472320.0,131769.0,271161.0,165528.0,446490.0,558009.0,340632.0,918810.0,207936.0,560880.0,1512900.0,56623104.0,53526528.0,110149632.0,67239936.0,181370880.0,50599296.0,104125824.0,63562752.0,171452160.0,214275456.0,130802688.0,352823040.0,79847424.0,215377920.0,580953600.0,47832147.0,98431443.0,60086664.0,162075870.0,202557267.0,123649416.0,333528030.0,75480768.0,203599440.0,549182700.0,416832723.0,254452104.0,686351070.0,155328192.0,418977360.0,1130136300.0,94818816.0,255761280.0,689882400.0,1860867000.0
617,0.0,457,326,783,807,702,1509,393,0,0,2292,1966,3.5,175,0,1,1,1,1,12.118333731222169,1,2,2,1,2,2,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,3,4,1,1,1,1,3,22,11,11,13,11,183200,651249.0,317151.0,154449.0,208849.0,148982.0,357831.0,320814.0,689613.0,106276.0,255258.0,228852.0,491934.0,613089.0,549666.0,1181547.0,492804.0,1059318.0,2277081.0,95443993.0,68084774.0,163528767.0,146611998.0,315153141.0,48568132.0,116652906.0,104585364.0,224813838.0,280181673.0,251197362.0,539966979.0,225211428.0,484108326.0,1040626017.0,34645976.0,83214108.0,74605752.0,160370484.0,199867014.0,179191116.0,385184322.0,160654104.0,345337668.0,742328406.0,480048687.0,430388478.0,925151301.0,385865532.0,829445994.0,1782954423.0,345948408.0,743641236.0,1598510862.0,3436115229.0
1220,236.0,0,672,672,672,546,1218,0,0,0,1890,1218,1.5,201,0,1,0,1,0,11.424094251263613,2,3,1,1,2,1,1,1,1,3,2,2,2,3,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,5,1,3,1,3,3,2,4,1,1,1,1,1,2,14,21,11,12,12,91500,451584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451584.0,451584.0,366912.0,818496.0,451584.0,366912.0,818496.0,298116.0,665028.0,1483524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303464448.0,303464448.0,246564864.0,550029312.0,303464448.0,246564864.0,550029312.0,200333952.0,446898816.0,996928128.0,303464448.0,246564864.0,550029312.0,200333952.0,446898816.0,996928128.0,162771336.0,363105288.0,810004104.0,1806932232.0
577,0.0,0,861,861,877,600,1477,216,0,0,2338,1477,2.5,50,0,1,1,1,1,11.884489021402713,3,2,1,1,2,1,1,1,1,3,2,1,1,4,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,3,1,3,1,2,2,1,1,1,1,4,1,1,1,4,1,22,21,11,12,11,145000,769129.0,189432.0,46656.0,0.0,0.0,0.0,0.0,0.0,741321.0,741321.0,516600.0,1271697.0,741321.0,516600.0,1271697.0,360000.0,886200.0,2181529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638277381.0,638277381.0,444792600.0,1094931117.0,638277381.0,444792600.0,1094931117.0,309960000.0,763018200.0,1878296469.0,638277381.0,444792600.0,1094931117.0,309960000.0,763018200.0,1878296469.0,216000000.0,531720000.0,1308917400.0,3222118333.0
4,0.0,216,540,756,961,756,1717,642,0,0,2473,1933,2.0,307,0,1,1,1,1,11.84939770159144,3,2,1,2,2,2,1,2,1,2,2,1,2,4,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,3,1,3,3,2,4,1,1,1,1,3,4,1,3,1,1,22,21,11,13,12,140000,923521.0,616962.0,412164.0,46656.0,116640.0,163296.0,163296.0,370872.0,291600.0,408240.0,408240.0,927180.0,571536.0,571536.0,1298052.0,571536.0,1298052.0,2948089.0,10077696.0,25194240.0,35271936.0,35271936.0,80108352.0,62985600.0,88179840.0,88179840.0,200270880.0,123451776.0,123451776.0,280379232.0,123451776.0,280379232.0,636787224.0,157464000.0,220449600.0,220449600.0,500677200.0,308629440.0,308629440.0,700948080.0,308629440.0,700948080.0,1591968060.0,432081216.0,432081216.0,981327312.0,432081216.0,981327312.0,2228755284.0,432081216.0,981327312.0,2228755284.0,5061868813.0
