Id,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,ScreenPorch,MiscVal,TotalSF,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice_log,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,YrBltAndRemod,NewFirePlaces,NewExterQualCond,NewCentrAirElec,NewKitchen,NewSale,SalePrice
394,0.0,266,522,788,788,0,788,0,0,0,1576,1054,1.0,0,0,0,0,1,1,11.512925464970229,2,2,1,1,2,1,1,2,1,3,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,5,1,3,1,3,3,1,1,1,1,2,1,1,1,23,21,12,12,12,100000
1459,0.0,49,0,1078,1078,0,1078,240,0,0,2156,2156,2.0,478,0,0,1,1,0,11.864462231052835,1,2,2,2,2,1,1,1,1,3,2,1,2,2,3,1,3,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2,2,1,1,1,4,1,3,1,1,5,2,14,21,12,13,11,142125
829,0.0,249,0,1013,1160,966,2126,538,225,0,3139,3139,3.0,711,0,1,1,1,0,12.128111104060462,1,2,3,4,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,1,2,1,3,1,1,1,4,1,1,1,1,4,2,14,21,11,12,12,185000
1113,0.0,708,108,816,816,0,816,308,0,0,1632,1524,2.0,0,0,0,1,1,0,11.77452020265869,1,2,2,1,2,2,1,2,1,3,2,1,2,2,3,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,3,1,3,1,2,2,1,1,1,1,1,1,1,2,1,1,14,21,12,12,11,129900
324,0.0,256,906,1162,1163,0,1163,220,0,0,2325,1419,2.0,240,0,0,1,1,0,11.745425111208464,1,3,1,1,2,1,1,1,1,3,2,1,2,1,3,1,3,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,3,1,1,1,2,2,3,1,1,3,4,1,1,2,1,2,14,21,11,12,11,126175
152,436.0,1400,310,1710,1710,0,1710,866,0,0,3420,3110,3.0,102,0,0,1,1,1,12.827729194939907,1,2,4,4,2,1,1,1,1,1,2,1,2,4,2,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,4,1,4,1,1,1,1,4,1,1,1,3,4,22,11,11,13,23,372402
854,115.0,564,563,1127,1445,0,1445,645,0,0,2572,2009,1.5,180,0,0,1,1,1,11.970350312009105,4,2,2,3,2,2,1,2,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,3,1,1,2,1,3,1,1,1,4,1,1,2,1,4,2,24,21,11,12,11,158000
909,0.0,301,239,864,902,0,902,484,0,0,1766,1527,2.0,164,0,0,1,1,0,11.782952602183288,1,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,2,2,2,1,1,1,1,3,1,1,2,2,3,1,1,1,4,1,1,2,1,1,2,14,21,11,12,11,131000
979,0.0,552,342,894,894,0,894,400,0,0,1788,1446,1.0,0,0,0,1,1,0,11.608235644774552,1,2,2,2,2,1,2,1,2,3,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,3,1,3,3,2,3,1,1,1,1,1,1,1,1,2,1,14,21,11,12,12,110000
1231,1.0,498,652,1361,1361,1259,2620,600,0,8300,3981,3329,3.0,324,0,1,1,1,1,12.197536314507888,2,2,2,4,2,2,1,1,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,3,3,4,1,2,2,1,3,1,1,2,3,2,4,1,1,2,2,23,21,11,22,11,198300
636,0.0,256,1184,1440,1440,1440,2728,0,0,0,4320,3136,2.0,110,0,1,0,1,0,12.206072645530174,2,3,1,2,1,1,2,1,1,3,1,2,2,3,3,1,3,1,1,1,1,2,2,3,1,2,1,1,1,1,1,2,1,4,4,1,5,1,3,1,3,3,2,1,4,1,1,1,2,1,14,21,12,22,12,200000
606,176.0,454,314,768,1186,800,1986,486,189,0,2754,2440,2.5,231,0,1,1,1,1,12.230765258120543,1,2,3,3,2,1,1,1,1,3,2,1,2,4,3,2,3,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,3,1,1,2,2,3,1,1,1,1,3,1,1,1,4,2,24,21,11,12,11,205000
1456,0.0,0,953,953,953,694,1647,460,0,0,2600,1647,2.5,40,0,1,1,1,1,12.072541252905651,1,2,2,1,2,1,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,1,3,1,1,1,2,3,23,21,11,12,11,175000
937,0.0,833,343,1176,1200,0,1200,555,0,0,2376,2033,3.0,41,0,0,1,1,0,12.127570417375216,1,2,2,2,2,1,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,3,1,1,1,1,3,1,1,1,4,3,14,11,11,13,11,184900
141,0.0,432,432,864,864,0,864,0,0,0,1728,1296,1.0,0,0,0,0,1,1,11.652687407345388,1,2,2,2,2,1,1,2,1,3,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,3,1,5,1,3,1,3,3,1,1,1,1,1,1,5,2,24,21,11,12,11,115000
261,399.0,672,0,1362,1382,0,1382,884,0,0,2744,2744,2.0,252,0,0,1,1,1,12.078239274020287,4,2,4,4,2,1,1,2,1,3,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,1,2,3,1,1,3,2,3,1,1,1,1,1,4,2,1,4,2,23,21,11,12,11,176000
163,226.0,1201,340,1541,1541,0,1541,532,0,0,3082,2742,2.0,70,0,0,1,1,1,12.301382825334498,1,2,4,3,2,1,1,2,1,1,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,3,1,3,1,1,1,1,4,1,1,1,5,3,22,11,11,13,23,220000
744,0.0,444,76,520,1464,0,1464,480,100,0,1984,1908,2.5,402,0,0,1,1,1,12.072541252905651,4,2,2,3,2,2,1,1,1,3,2,1,1,2,3,2,3,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,3,2,1,3,1,3,1,1,1,4,1,1,1,1,4,2,23,21,11,12,11,175000
961,0.0,696,162,858,858,0,858,0,0,0,1716,1554,2.0,117,0,0,0,1,0,11.665646551987892,1,2,1,1,2,2,1,1,1,3,2,1,2,2,3,2,4,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,5,1,3,1,3,3,1,3,1,1,1,3,5,2,14,21,11,12,11,116500
549,0.0,180,0,825,825,0,825,720,0,0,1650,1650,2.0,190,0,0,1,1,0,11.736069016284436,1,3,1,1,2,2,2,1,1,3,1,1,2,2,3,1,3,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,3,2,1,3,1,1,1,3,4,1,2,1,3,2,14,21,11,12,11,125000
1236,0.0,0,747,747,892,892,1784,180,0,0,2531,1784,1.5,243,0,1,1,1,0,11.841415931849784,3,2,4,3,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,3,3,1,3,1,2,2,3,3,2,4,3,1,1,2,1,1,14,21,12,12,11,138887
1438,426.0,1336,596,1932,1932,0,1932,774,0,0,3864,3268,3.0,370,0,0,1,1,1,12.885670953244288,1,2,4,3,2,1,1,2,1,1,2,1,2,4,2,4,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,4,1,4,1,1,1,1,4,1,1,1,3,4,22,11,11,11,23,394617
1246,74.0,0,585,585,1140,728,1868,477,147,0,2453,1868,3.5,527,0,1,1,1,1,12.089538829274222,4,2,3,3,2,1,1,1,1,2,2,1,1,3,3,2,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,3,1,2,2,1,3,1,1,1,4,4,1,1,1,2,3,23,21,11,12,12,178000
649,351.0,0,756,756,1051,788,1839,442,0,0,2595,1839,1.5,340,0,1,1,1,1,11.951180395901384,1,2,2,1,2,1,1,1,1,3,3,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,3,3,1,1,2,2,3,1,1,1,1,4,4,1,1,5,2,23,21,11,12,11,155000
429,108.0,664,544,1208,1208,0,1208,628,0,0,2416,1872,3.0,159,0,0,1,1,0,12.18280401859082,1,2,2,1,2,1,1,1,1,2,2,1,2,4,2,4,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,4,1,3,1,1,1,3,4,1,1,1,2,4,14,11,11,13,23,195400
445,0.0,642,273,915,933,975,1908,493,0,0,2823,2550,3.5,277,0,1,1,1,1,12.254862809699606,1,2,2,2,2,1,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,3,1,1,3,2,3,1,1,1,3,4,1,1,2,3,3,23,11,11,13,11,210000
1136,0.0,0,960,960,986,0,986,180,0,0,1946,986,1.0,128,0,0,1,1,1,11.532728092266408,2,3,1,1,2,1,1,2,1,3,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,3,1,3,1,2,2,1,1,1,1,4,1,1,1,2,1,22,21,21,12,11,102000
558,0.0,637,0,637,897,439,1336,570,0,0,1973,1973,1.5,167,0,1,1,1,0,11.589886506106357,3,3,1,3,2,1,2,1,2,3,2,1,1,1,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,3,1,5,3,2,2,1,1,1,1,4,3,1,1,1,1,14,21,11,12,11,108000
1046,0.0,0,0,105,1733,0,1733,452,0,0,1733,1733,2.0,0,0,0,1,0,1,11.84653646931041,1,2,2,3,2,2,1,3,1,3,2,1,2,1,2,1,1,1,1,2,1,2,3,3,3,2,2,1,1,1,1,2,1,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,4,1,22,21,12,12,11,139600
1059,154.0,936,168,1104,1130,1054,2184,836,0,0,3288,3120,3.5,102,0,1,1,1,1,12.721885810807205,1,2,4,3,2,2,1,1,1,1,2,1,2,4,2,4,4,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,4,1,1,4,1,4,1,1,1,1,4,1,1,2,4,4,22,11,11,11,11,335000
1199,0.0,0,1212,1212,1212,0,1212,573,0,0,2424,1212,2.0,356,0,0,1,1,0,12.089538829274222,1,2,2,2,2,1,1,1,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,3,1,1,3,1,3,1,1,1,4,1,1,1,1,4,3,14,11,11,13,11,178000
1174,0.0,152,977,1598,1636,971,2728,0,0,0,4205,3228,3.0,122,0,1,0,1,1,12.20856952572876,3,2,4,4,2,2,2,1,1,2,2,1,1,2,3,1,3,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,4,3,5,1,3,1,3,3,1,3,1,1,2,1,2,2,22,21,11,11,11,200500
310,0.0,1274,622,1896,1944,0,1944,708,0,0,3840,3218,3.0,383,0,0,1,1,1,12.793859310432293,1,2,3,3,2,2,1,1,1,1,2,1,2,4,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,3,1,1,3,1,4,1,1,1,4,4,1,1,1,1,3,21,11,11,11,11,360000
444,72.0,0,1258,1258,1258,0,1258,648,0,0,2516,1258,2.0,160,0,0,1,1,1,12.058152515453552,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,4,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,4,1,4,1,1,1,3,2,1,1,1,2,4,22,11,11,13,23,172500
238,0.0,402,594,996,1014,730,1744,457,0,0,2740,2146,2.5,678,0,1,1,1,0,12.178187442040638,1,2,2,2,2,2,1,3,1,2,1,1,2,4,3,3,3,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,4,1,1,3,5,3,14,11,11,13,11,194500
879,0.0,899,210,1109,1155,0,1155,576,0,400,2264,2054,2.0,192,0,0,1,1,0,11.907666609715417,4,2,3,3,2,2,1,1,1,3,2,1,1,2,3,2,3,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,2,3,2,2,3,1,1,1,4,1,1,2,1,5,2,14,21,11,13,11,148400
27,0.0,234,180,900,900,0,900,576,0,0,1800,1620,1.5,254,0,0,1,1,0,11.811547477460344,1,2,1,1,2,1,1,2,1,3,2,1,2,2,3,1,3,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,3,1,3,3,2,3,1,1,1,4,3,1,1,1,5,2,14,21,11,13,11,134800
570,0.0,943,0,943,943,0,943,600,0,0,1886,1886,2.0,42,0,0,1,1,1,11.820116003810051,2,2,2,1,2,2,1,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,3,2,2,3,1,1,1,1,1,1,1,1,1,2,23,21,11,12,11,135960
1208,120.0,340,1342,1682,1700,0,1700,544,0,0,3382,2040,3.0,215,0,0,1,1,0,12.206072645530174,1,2,2,2,2,1,1,1,1,2,2,1,2,3,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,3,1,1,3,1,3,1,1,1,4,2,1,1,1,1,3,14,11,11,13,11,200000
560,18.0,0,1374,1374,1557,0,1557,420,0,0,2931,1557,2.0,163,0,0,1,1,1,12.36307639433984,1,2,1,1,2,1,1,1,1,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,3,2,1,1,1,1,3,23,11,11,13,11,234000
282,68.0,905,357,1262,1262,0,1262,572,0,0,2524,2167,2.0,120,0,0,1,1,0,12.128111104060462,1,2,1,1,1,1,1,1,1,2,2,1,2,3,2,4,3,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,3,1,1,4,1,3,1,1,1,1,4,1,1,1,1,4,14,11,11,13,23,185000
590,0.0,0,742,742,779,0,935,308,0,600,1521,779,1.0,0,0,0,1,1,0,11.291031133056451,2,3,1,2,2,1,1,1,1,3,1,1,2,2,3,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,3,3,2,2,1,1,2,1,1,1,1,1,3,1,14,21,12,12,11,80100
237,98.0,24,1390,1414,1414,0,1414,494,0,0,2828,1438,2.0,237,0,0,1,1,0,12.130810161029627,1,2,2,2,2,1,1,2,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,1,3,1,1,1,3,4,1,1,1,5,3,14,11,11,13,11,185500
16,0.0,0,832,832,854,0,854,576,0,0,1686,854,1.0,160,0,0,1,1,0,11.790557201568507,2,3,1,1,2,1,1,2,1,3,2,1,1,4,3,1,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,3,3,2,3,1,1,1,1,4,1,3,2,2,2,14,21,12,12,11,132000
458,0.0,1116,248,1364,1663,0,1663,529,0,0,3027,2779,2.0,361,0,0,1,1,1,12.4529327234617,1,2,3,4,2,2,2,3,2,2,2,1,2,1,3,1,3,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,3,2,1,1,1,3,1,1,1,4,4,1,1,1,3,2,22,21,11,13,11,256000
1381,0.0,203,661,864,864,0,864,200,0,0,1728,1067,2.0,96,0,0,1,1,0,10.976782033219948,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,2,2,1,1,2,2,3,1,2,1,1,2,2,1,1,1,1,3,1,3,1,2,2,1,3,1,1,1,3,1,1,5,1,14,22,22,12,11,58500
1371,0.0,315,420,840,840,534,1374,338,0,0,2214,1794,1.0,198,0,1,1,1,0,11.56171562913966,3,2,3,1,2,1,1,2,1,3,1,1,1,1,3,1,1,2,3,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,1,3,2,1,2,1,1,1,1,1,4,1,1,4,1,14,21,11,12,11,105000
95,0.0,648,176,824,905,881,1786,684,0,0,2610,2434,3.5,162,0,1,1,1,0,12.229545001715316,1,2,2,2,2,2,1,1,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,1,4,1,1,1,2,3,14,21,11,13,11,204750
1168,0.0,786,173,959,959,712,1671,472,0,0,2630,2457,3.5,38,0,1,1,1,1,12.061046873479915,1,2,1,2,2,2,1,1,1,2,1,1,2,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,1,3,1,1,3,1,3,23,21,11,12,11,173000
787,0.0,686,0,686,966,686,1652,416,0,1200,2338,2338,3.0,196,0,1,1,1,0,11.850825253582627,3,3,1,2,2,1,1,1,1,3,1,1,1,2,3,1,1,2,2,2,1,1,3,1,1,2,1,1,2,2,1,2,1,3,3,1,3,2,2,2,1,1,1,1,1,4,1,1,5,1,14,21,11,12,11,140200
1418,700.0,781,503,1284,1310,1140,2450,936,0,0,3734,3231,3.5,126,0,1,1,1,1,12.736700896592344,1,2,4,4,2,2,1,1,1,1,2,1,2,4,2,3,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,4,1,1,1,1,4,1,1,1,4,3,23,11,11,13,11,340000
895,0.0,0,0,105,1535,0,1535,400,0,0,1535,1535,2.0,0,0,0,1,0,0,11.685684782260491,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,2,1,2,1,1,2,1,3,3,1,1,2,2,3,1,1,1,1,1,1,1,1,4,2,14,21,11,22,13,118858
1085,0.0,592,99,691,691,807,1498,409,0,0,2189,2090,2.5,359,0,1,1,1,1,12.141534124392605,1,2,2,3,2,2,1,2,1,2,2,1,2,3,2,3,3,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,3,1,1,3,1,3,1,1,1,4,4,1,1,2,1,3,23,21,11,12,11,187500
113,220.0,984,280,1264,1282,1414,2696,792,168,0,3960,3680,3.5,472,0,1,1,1,1,12.858319703517948,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,4,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,3,4,1,2,4,1,4,1,1,1,3,4,1,1,1,2,4,22,11,11,11,23,383970
519,0.0,706,88,794,882,914,1796,546,0,0,2590,2502,3.5,36,0,1,1,1,0,12.259613412458204,1,2,2,2,2,2,1,3,1,2,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,3,1,3,1,1,1,1,3,1,2,1,2,3,14,21,11,12,11,211000
298,700.0,649,326,975,975,975,1950,576,198,0,2925,2599,2.5,208,0,1,1,1,1,12.384218830913648,1,2,2,1,1,2,1,1,1,2,2,1,2,4,2,3,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,3,3,1,3,1,1,1,1,2,1,1,1,2,3,23,11,11,13,11,239000
339,0.0,213,995,1208,1621,0,1621,440,0,400,2829,1834,3.0,153,0,0,1,1,0,12.220468525813908,1,2,4,4,2,1,1,2,1,2,2,1,2,4,3,2,3,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,3,1,1,2,1,3,1,1,1,3,4,1,1,1,1,3,14,11,11,13,11,202900
296,0.0,819,184,1003,1003,0,1003,588,0,0,2006,1822,2.0,120,0,0,1,1,0,11.867097278690842,4,2,1,1,2,2,1,3,1,3,2,1,1,3,3,2,3,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,3,1,3,2,2,3,1,1,1,3,1,1,3,1,1,3,14,21,11,12,11,142500
1245,0.0,0,792,792,792,725,1517,400,0,0,2309,1517,1.0,0,0,1,1,1,1,12.345834587905332,3,2,3,3,2,2,2,2,2,2,2,1,2,4,3,1,1,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,2,3,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,22,21,11,13,11,230000
1339,0.0,700,216,916,920,941,1861,492,0,0,2777,2561,3.5,237,0,1,1,1,0,12.206072645530174,1,2,4,3,2,2,1,2,1,2,2,1,2,4,2,3,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,2,3,1,3,1,1,1,3,4,1,1,1,1,3,14,11,11,13,11,200000
246,102.0,929,916,1845,1872,0,1872,604,0,0,3717,2801,2.5,236,0,0,1,1,1,12.394624752074764,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,3,1,1,3,1,3,1,1,1,4,3,1,1,1,1,3,23,21,11,12,11,241500
116,700.0,419,310,729,729,729,1458,440,0,0,2187,1877,2.5,32,0,1,1,1,1,12.078239274020287,2,2,1,1,1,1,1,2,1,2,2,3,2,3,2,3,3,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,3,1,3,3,2,3,1,1,1,1,3,1,1,1,2,3,24,21,11,12,11,176000
962,424.0,896,434,1330,1542,1330,2728,619,0,0,4202,3768,3.5,832,0,1,1,1,1,12.513557345278134,1,2,3,3,2,2,1,2,1,2,3,1,2,3,3,2,3,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,3,4,1,1,2,1,3,1,1,1,4,4,1,1,2,3,3,23,21,11,12,11,272000
454,0.0,0,768,768,786,804,1590,676,0,0,2358,1590,2.5,30,0,1,1,1,0,12.254862809699606,1,2,3,2,2,1,1,1,1,2,2,1,2,4,2,4,4,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,4,1,3,1,1,1,1,3,1,1,1,4,4,14,11,11,13,11,210000
524,700.0,2260,878,2077,2223,1538,2728,884,0,0,7814,6936,4.5,614,0,1,1,1,1,12.126758838810447,1,2,4,4,2,2,2,1,1,3,3,1,2,4,2,4,4,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,4,1,2,4,1,4,1,1,1,4,4,1,1,1,2,4,22,11,11,11,23,184750
1157,0.0,633,586,1219,1265,0,1265,502,0,0,2484,1898,2.5,188,0,0,1,1,1,12.100156419938624,4,2,3,2,2,1,1,1,1,3,2,1,1,2,3,2,3,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,3,1,1,2,1,3,1,1,1,1,4,1,2,1,3,2,22,21,11,13,11,179900
294,34.0,795,0,795,1468,795,2263,539,0,0,3058,3058,3.5,250,0,1,1,1,1,12.367340793126296,1,2,3,4,2,2,1,2,1,2,3,1,2,4,3,2,3,2,2,2,2,2,2,1,1,2,1,1,3,2,1,2,2,2,3,1,1,2,1,3,1,1,1,1,4,1,1,1,1,3,23,21,11,13,11,235000
1071,120.0,586,462,1048,1048,0,1048,286,192,0,2096,1634,2.0,212,0,0,1,1,0,11.813030057420567,1,2,2,2,2,1,1,1,1,3,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,14,21,11,12,11,135000
1139,0.0,1567,0,1567,1567,0,1567,714,0,0,3134,3134,3.0,296,0,0,1,1,1,12.185869938212656,1,2,2,2,2,2,1,1,2,3,2,1,2,3,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,3,1,1,2,1,3,1,1,1,4,3,1,1,1,4,2,23,21,11,13,11,196000
1235,0.0,0,940,940,1024,940,1964,0,0,0,2904,1964,1.5,192,0,1,0,1,0,11.77528972943772,3,3,1,1,2,1,2,1,1,3,2,1,2,2,3,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,3,3,1,5,1,3,1,3,3,2,1,4,1,1,1,3,1,14,21,22,12,12,130000
472,0.0,0,808,808,1161,808,1969,534,276,0,2777,1969,2.5,276,0,1,1,1,1,12.154779351142624,1,2,4,3,2,1,1,1,1,2,3,1,2,4,3,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,3,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,22,21,11,12,11,190000
8,240.0,859,216,1107,1107,983,2090,484,0,350,3197,2981,3.5,667,0,1,1,1,1,12.20782111606429,1,2,3,2,2,2,1,2,1,2,3,1,2,4,3,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,3,1,1,2,1,3,1,1,1,4,4,4,1,1,4,2,23,21,11,12,11,200350
751,0.0,0,576,576,792,348,1140,0,0,0,1716,1140,1.0,160,0,1,0,1,0,11.477298287327075,3,3,1,2,1,1,1,2,1,3,2,1,1,1,3,1,3,2,2,2,1,2,2,3,1,2,1,1,2,1,1,1,1,2,3,2,5,1,3,1,3,3,2,1,4,1,1,1,5,1,14,21,11,12,11,96500
231,220.0,0,1194,1194,1194,0,1194,312,0,0,2388,1194,2.0,120,0,0,1,1,0,11.904967552746252,1,2,2,2,2,1,1,1,1,3,2,1,2,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,3,1,1,5,2,14,21,11,12,11,148000
850,360.0,0,528,528,1094,761,1855,512,0,0,2383,1855,2.5,213,0,1,1,1,1,12.138863895836725,4,2,3,2,2,1,1,2,1,2,1,1,1,3,3,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,3,1,1,2,1,3,1,1,1,3,4,1,1,1,2,3,23,11,11,12,11,187000
1269,632.0,192,536,728,1968,1479,2728,936,0,0,4175,3639,3.5,326,0,1,1,1,1,12.85055465410884,3,2,3,4,2,2,1,1,2,2,2,1,1,4,3,1,3,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,3,4,1,2,2,2,4,1,1,1,4,2,1,2,1,3,2,22,21,11,13,11,381000
1252,163.0,0,1405,1405,1405,0,1405,478,0,0,2810,1405,2.0,184,0,0,1,1,1,12.053795210084596,1,2,3,1,2,2,1,2,1,1,2,3,2,4,2,3,3,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,1,3,3,1,1,1,1,3,22,11,11,13,11,171750
1054,145.0,383,833,1216,1526,0,1526,364,0,0,2742,1909,1.0,194,0,0,1,1,1,11.881034786534624,1,2,2,1,2,1,1,1,2,3,2,1,2,2,3,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,2,4,1,2,2,1,1,1,3,4,1,1,1,5,2,22,21,12,12,11,144500
482,562.0,1567,225,1792,1792,0,1792,874,0,0,3584,3359,3.0,255,0,0,1,1,1,12.832011076396668,1,2,2,3,2,2,2,1,1,1,2,1,2,4,2,3,3,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,3,1,4,1,1,1,4,4,1,1,1,1,3,22,11,11,11,11,374000
